hs_code,type,datas_code,datas_desc,type_pure_string
0403906000,SCDRIED35-45BF,0403906000,SCDRIED35-45BF,SCDRIED3545BF
0404104090,WHEY DRIED NESOI,0404104090,WHEY DRIED NESOI,WHEYDRIEDNESOI
0401100000,MCN CN/SWNOV 1,0401100000,,MCNCNSWNOV1
0406100045,SWS/EMTLP/NOI,0406100045,SWS/EMTLP/NOI,SWSEMTLPNOI
0406105015,CHDDR CH S (22),0406105015,CHDDR CH S (22),CHDDRCHS22
0406105035,ITLN CH LVS(22),0406105035,ITLN CH LVS(22),ITLNCHLVS22
0406105050,CHSUBS<.5% BFT,0406105050,CHSUBS<.5% BFT,CHSUBS<5%BFT
0406105060,OTHR CHS&CRD(22),0406105060,OTHR CHS&CRD(22),OTHRCHSCRD22
0406206030,MXC/P F E/GG/P,0406206030,MXC/P F E/GG/P,MXCPFEGGP
0406306010,MXPCHBVETNGP,0406306010,MXPCHBVETNGP,MXPCHBVETNGP
0406306050,PCHNOV5NGPNES,0406306050,PCHNOV5NGPNES,PCHNOV5NGPNES
0406903520,CHSBRZCMKOL,0406903520,CHSBRZCMKOL,CHSBRZCMKOL
0404104010,WHEY 99041018,0404104010,WHEY 99041018,WHEY99041018
0404902000,ARTM/CWHNSNE,0404902000,ARTM/CWHNSNE,ARTMCWHNSNE
0406105010,BLMDX STLTN(22),0406105010,BLMDX STLTN(22),BLMDXSTLTN22
0406105030,CH&SUB FM E&G22,0406105030,CH&SUB FM E&G22,CHSUBFMEG22
0406306047,MXPCHBRETNGP,0406306047,MXPCHBRETNGP,MXPCHBRETNGP
0402994000,MKCDNSSWNAC,0402994000,MKCDNSSWNAC,MKCDNSSWNAC
0406105025,EDAM & GOUDA(22),0406105025,EDAM & GOUDA(22),EDAMGOUDA22
0403908090,MK/CM FL NESOI,0403908090,MK/CM FL NESOI,MKCMFLNESOI
0404100500,WHEY_PRO_CONMOD,0404100500,WHEY PROT CONC,WHEYPROCONMOD
0404906560,MILK PRODUCTS W,0404906560,MILK PRODUCTS W,MILKPRODUCTSW
0404100500,WHEY PROT CONC,0404100500,WHEY PROT CONC,WHEYPROTCONC
0404100800,MOD WHEY NESOI,0404100850,WHEY MOD,MODWHEYNESOI
0402100020,MK/CM 99041075,0402100020,MK/CM 99041075,MKCM99041075
0403901500,SCFLNOV 45NES,0403901500,SCFLNOV 45NES,SCFLNOV45NES
0403907000,SC>45US NOTE1B,0403907000,SC>45US NOTE1B,SC>45USNOTE1B
0404100900,WHEYOTHER,0404904590,WHEYOTHER,WHEYOTHER
0404904590,WHEYOTHER,0404904590,WHEYOTHER,WHEYOTHER
0401300500,M&CNC/S6-45QT,0401300500,M&CNC/S6-45QT,MCNCS645QT
0401302500,MCNC/S6-45OQ,0401302500,MCNC/S6-45OQ,MCNCS645OQ
0406100800,CHONGOS OQ,0406100800,CHONGOS OQ,CHONGOSOQ
0406102800,CHFCHDDROQ,0406102800,CHFCHDDROQ,CHFCHDDROQ
0406104400,CHFED-GDAQT,0406104400,CHFED-GDAQT,CHFEDGDAQT
0406104800,CHFED-GDAOQ,0406104800,CHFED-GDAOQ,CHFEDGDAOQ
0406105400,CHFIT-TYPQT,0406105400,CHFIT-TYPQT,CHFITTYPQT
0406106400,CHFSW-EMMQT,0406106400,CHFSW-EMMQT,CHFSWEMMQT
0406107400,CHFOT<5%FQT,0406107400,CHFOT<5%FQT,CHFOT<5%FQT
0406108400,CHFOT>.5%FQT,0406108400,CHFOT>.5%FQT,CHFOT>5%FQT
0406108800,OTH CHS,0406108800,OTH CHS,OTHCHS
0406109500,CHFOT>.5%FOQ,0406109500,CHFOT>.5%FOQ,CHFOT>5%FOQ
0406202900,CHCHDDRG/P,0406202900,CHCHDDRG/P,CHCHDDRGP
0406203110,CHCHDDRG/PCAN,0406203110,CHCHDDRG/PCAN,CHCHDDRGPCAN
0406203190,CHCHDDRG/PQT,0406203190,CHCHDDRG/PQT,CHCHDDRGPQT
0406206700,MXG/PFRCDOQ,0406206700,MXG/PFRCDOQ,MXGPFRCDOQ
0406206900,MXG/PAM-TYPQT,0406206900,MXG/PAM-TYPQT,MXGPAMTYPQT
0406207700,MXG/PIT-TYPQT,0406207700,MXG/PIT-TYPQT,MXGPITTYPQT
0406208100,MXG/PSW-EMMQT,0406208100,MXG/PSW-EMMQT,MXGPSWEMMQT
0406208500,MXG/P<.5%FQT,0406208500,MXG/P<.5%FQT,MXGP<5%FQT
0406208900,MXG/P>.5%FQT,0406208900,MXG/P>.5%FQT,MXGP>5%FQT
0406209100,MXG/P>.5%FOQ,0406209100,MXG/P>.5%FOQ,MXGP>5%FOQ
0406209500,MXG/P>.5%F,0406209500,MXG/P>.5%F,MXGP>5%F
0406301400,CHPRB-VQT,0406301400,CHPRB-VQT,CHPRBVQT
0406302200,CHPRCHDDR,0406302200,CHPRCHDDR,CHPRCHDDR
0406302400,CHPRCHDDRQT,0406302400,CHPRCHDDRQT,CHPRCHDDRQT
0406304200,CHPRED-GDA,0406304200,CHPRED-GDA,CHPREDGDA
0406304400,CHPRED-GDAQT,0406304400,CHPRED-GDAQT,CHPREDGDAQT
0406306100,CHPR-MXB-VQT,0406306100,CHPR-MXB-VQT,CHPRMXBVQT
0406306700,CHPR-MXCHDOQ,0406306700,CHPR-MXCHDOQ,CHPRMXCHDOQ
0406306900,CHPR-MXAMQT,0406306900,CHPR-MXAMQT,CHPRMXAMQT
0406307100,CHPR-MXAMOQ,0406307100,CHPR-MXAMOQ,CHPRMXAMOQ
0406307700,CHPR-MXITQT,0406307700,CHPR-MXITQT,CHPRMXITQT
0406307900,CHPR-MXITOQ,0406307900,CHPR-MXITOQ,CHPRMXITOQ
0406308100,CHPR-MXS-EQT,0406308100,CHPR-MXS-EQT,CHPRMXSEQT
0406308500,CHPR-MX<.5FQT,0406308500,CHPR-MX<.5FQT,CHPRMX<5FQT
0406308900,CHPR-MX>.5FQT,0406308900,CHPR-MX>.5FQT,CHPRMX>5FQT
0406309100,CHPR-MX>.5FOQ,0406309100,CHPR-MX>.5FOQ,CHPRMX>5FOQ
0406309500,CHPR-MXNES,0406309500,CHPR-MXNES,CHPRMXNES
0406404400,CHSTIOLUKQT,0406404400,CHSTIOLUKQT,CHSTIOLUKQT
0406404800,CHSTLXOLUKQT,0406404800,CHSTLXOLUKQT,CHSTLXOLUKQT
0406405100,CHB-VIOL,0406405100,CHB-VIOL,CHBVIOL
0406405400,CHB-VIOLQT,0406405400,CHB-VIOLQT,CHBVIOLQT
0406405800,CHB-VXOLQT,0406405800,CHB-VXOLQT,CHBVXOLQT
0406407000,CHB-VXOLOQ,0406407000,CHB-VXOLOQ,CHBVXOLOQ
0406900600,CHCHDDR,0406900600,CHCHDDR,CHCHDDR
0406900810,CHCHDDRCANQT,0406900810,CHCHDDRCANQT,CHCHDDRCANQT
0406900890,CHCHDDRQT,0406900890,CHCHDDRQT,CHCHDDRQT
0406901200,CHCHDDROQ,0406901200,CHCHDDROQ,CHCHDDROQ
0406901400,CHED-GOU,0406901400,CHED-GOU,CHEDGOU
0406901600,CHED-GOUQT,0406901600,CHED-GOUQT,CHEDGOUQT
0406901800,CHED-GOUOQ,0406901800,CHED-GOUOQ,CHEDGOUOQ
0406902800,CHGYA,0406902800,CHGYA,CHGYA
0406903300,CHCYAXOLOQ,0406903300,CHCYAXOLOQ,CHCYAXOLOQ
0406903400,CHSBRZ,0406903400,CHSBRZ,CHSBRZ
0406903900,CHIT-TYP,0406903900,CHIT-TYP,CHITTYP
0406904100,CHIT-TYPC-MQT,0406904100,CHIT-TYPC-MQT,CHITTYPCMQT
0406904200,CHIT-TYPC-MOQ,0406904200,CHIT-TYPC-MOQ,CHITTYPCMOQ
0406904400,CHSW-EM,0406904400,CHSW-EM,CHSWEM
0406904600,CHSW-EMQT,0406904600,CHSW-EMQT,CHSWEMQT
0406904800,CHSW-EMOQ,0406904800,CHSW-EMOQ,CHSWEMOQ
0406904900,CHGAMM/NOKK,0406904900,CHGAMM/NOKK,CHGAMMNOKK
0406905600,CHSHMKIOLS4GR,0406905600,CHSHMKIOLS4GR,CHSHMKIOLS4GR
0406905700,CHPECIOLNS4GR,0406905700,CHPECIOLNS4GR,CHPECIOLNS4GR
0406905900,CHSHP MKNESOI,0406905900,CHSHP MKNESOI,CHSHPMKNESOI
0406906100,C/SBIMXIT-TYP,0406906100,C/SBIMXIT-TYP,CSBIMXITTYP
0406906300,C/SBIMXNESOI,0406906300,C/SBIMXNESOI,CSBIMXNESOI
0406907200,C/SBIMXB-VQT,0406907200,C/SBIMXB-VQT,CSBIMXBVQT
0406908200,C/SBIMXAM-TQT,0406908200,C/SBIMXAM-TQT,CSBIMXAMTQT
0406908400,C/SBIMXAM-TOQ,0406908400,C/SBIMXAM-TOQ,CSBIMXAMTOQ
0406908600,C/SBIMXE-GQT,0406908600,C/SBIMXE-GQT,CSBIMXEGQT
0406909000,C/SBIMXSW-EQT,0406909000,C/SBIMXSW-EQT,CSBIMXSWEQT
0406909300,C/SBIMX<.5FQT,0406909300,C/SBIMX<.5FQT,CSBIMX<5FQT
0406909400,C/SBIMX<.5FOQ,0406909400,C/SBIMX<.5FOQ,CSBIMX<5FOQ
0406909500,C/SBIMX>.5FQT,0406909500,C/SBIMX>.5FQT,CSBIMX>5FQT
0406909700,C/SBIMX>.5FOQ,0406909700,C/SBIMX>.5FOQ,CSBIMX>5FOQ
0406909900,C/SBIMXOQ,0406909900,C/SBIMXOQ,CSBIMXOQ
0401305000,MCNC/S>45QT,0401305000,MCNC/S>45QT,MCNCS>45QT
0401307500,MCNC/S>45OQ,0401307500,MCNC/S>45OQ,MCNCS>45OQ
0402100500,MK/CM<1.5%F,0402100500,MK/CM<1.5%F,MKCM<15%F
0402101000,M/CP<1.5%FQT,0402101000,M/CP<1.5%FQT,MCP<15%FQT
0402105000,MK/CM<1.5%FOQ,0402105000,MK/CM<1.5%FOQ,MKCM<15%FOQ
0402210200,MCC/NS/PG/S,0402210200,MCC/NS/PG/S,MCCNSPGS
0402210500,MCC/NS/PG/SQT,0402210500,MCC/NS/PG/SQT,MCCNSPGSQT
0402212500,MCC.NS.PG/SOQ,0402212500,MCC.NS.PG/SOQ,MCCNSPGSOQ
0402212700,MCC/NS3-35,0402212700,MCC/NS3-35,MCCNS335
0402213000,MCC/NS3-35QT,0402213000,MCC/NS3-35QT,MCCNS335QT
0402215000,MCC/NS,0402215000,MCC/NS,MCCNS
0402219000,MCC/NS>35OQ,0402219000,MCC/NS>35OQ,MCCNS>35OQ
0402290500,M/CC/SWPW/S,0402290500,M/CC/SWPW/S,MCCSWPWS
0402291000,M.CC/SWPW/SQT,0402291000,M.CC/SWPW/SQT,MCCSWPWSQT
0402295000,M/CC/SWPW/SOQ,0402295000,M/CC/SWPW/SOQ,MCCSWPWSOQ
0402910300,MCC/NSAC,0402910300,MCC/NSAC,MCCNSAC
0402911000,MCC/NSACQT,0402911000,MCC/NSACQT,MCCNSACQT
0402913000,MCC/NSNACQT,0402913000,MCC/NSNACQT,MCCNSNACQT
0402917000,MCC/NSACOQ,0402917000,MCC/NSACOQ,MCCNSACOQ
0402991000,MKCDNSWACQT,0402991000,MKCDNSWACQT,MKCDNSWACQT
0402994500,MKCDNSWACOQ,0402994500,MKCDNSWACOQ,MKCDNSWACOQ
0402997000,M/CCNCSWQT,0402997000,M/CCNCSWQT,MCCNCSWQT
0402999000,M/CCNCSW OQ,0402999000,M/CCNCSW OQ,MCCNCSWOQ
0403109000,YOGURT NESOI,0403109000,YOGURT NESOI,YOGURTNESOI
0403904110,SCDRD<6QTLIC,0403904110,SCDRD<6QTLIC,SCDRD<6QTLIC
0403909000,MK/CMNESOIQT,0403909000,MK/CMNESOIQT,MKCMNESOIQT
0403909500,MK/CMNESOIOQ,0403909500,MK/CMNESOIOQ,MKCMNESOIOQ
0404101100,WHEY MOD QT,0404101100,WHEY MOD QT,WHEYMODQT
0404105010,WHEYDRDQTLI,0404105010,WHEYDRDQTLI,WHEYDRDQTLI
0404105090,WHEYDRDQTN/LI,0404105090,WHEYDRDQTN/LI,WHEYDRDQTNLI
0404905000,MLKPRONESOIOQ,0404905000,MLKPRONESOIOQ,MLKPRONESOIOQ
0404907000,MLKPROOTHER,0404907000,MLKPROOTHER,MLKPROOTHER
0405000500,BUTTER,0405100000,BUTTER,BUTTER
0405002000,BUTTER QT,0405101000,BUTTER QT,BUTTERQT
0405004000,BUTTER OQ,0405004000,BUTTER OQ,BUTTEROQ
0405005540,OMLK-FAT,0405005540,OMLK-FAT,OMLKFAT
0405006020,AMDOQ,0405006020,AMDOQ,AMDOQ
0405009040,OMLK-FATOQ,0405009040,OMLK-FATOQ,OMLKFATOQ
0406305100,CHPR-GQT,0406305100,CHPR-GQT,CHPRGQT
0404100850,MOD WHEY NESOI,0404100850,MOD WHEY NESOI,MODWHEYNESOI
0405105000,BUTTER,0405100000,BUTTER,BUTTER
0405205550,DAIRY SPREADS,0405200000,DAIRY SPREADS,DAIRYSPREADS
0405908040,MLKFTS/OLSNESOI,0405900000,MLKFTS/OLSNESOI,MLKFTSOLSNESOI
0406909550,CHEESEINC MIXT,0406909550,CHEESEINC MIXT,CHEESEINCMIXT
0406102400,CHFCHDDRQT,0406102400,CHFCHDDRQT,CHFCHDDRQT
0406103400,CHFAM-TYPQT,0406103400,CHFAM-TYPQT,CHFAMTYPQT
0406105800,CHFIT-TYPOQ,0406105800,CHFIT-TYPOQ,CHFITTYPOQ
0406203300,CHCHDDRG/POQ,0406203300,CHCHDDRG/POQ,CHCHDDRGPOQ
0406204300,CHED-GDAG/P,0406204300,CHED-GDAG/P,CHEDGDAGP
0406205100,CHIT-TYPG/PQT,0406205100,CHIT-TYPG/PQT,CHITTYPGPQT
0406206100,MXG/PFRBVQT,0406206100,MXG/PFRBVQT,MXGPFRBVQT
0406207300,MXG/PED-GDSQT,0406207300,MXG/PED-GDSQT,MXGPEDGDSQT
0406306500,CHPR-MXCHDQT,0406306500,CHPR-MXCHDQT,CHPRMXCHDQT
0406903700,CHSBRZC-MLKOQ,0406903700,CHSBRZC-MLKOQ,CHSBRZCMLKOQ
0406906600,C/SBIMXIT-TQT,0406906600,C/SBIMXIT-TQT,CSBIMXITTQT
0406908800,C/SBIMXE-GOQ,0406908800,C/SBIMXE-GOQ,CSBIMXEGOQ
0406909200,C/SBIMXSW-EOQ,0406909200,C/SBIMXSW-EOQ,CSBIMXSWEOQ
0401304200,MCNC/S>45NESOI,0401304200,MCNC/S>45NESOI,MCNCS>45NESOI
0402919000,MCC/NSNACOQ,0402919000,MCC/NSNACOQ,MCCNSNACOQ
0402993000,MKCDNSWNACQT,0402993000,MKCDNSWNACQT,MKCDNSWNACQT
0403101000,YOGURT DRY QT,0403101000,YOGURT DRY QT,YOGURTDRYQT
0403902000,BUTTERMLK FLUID,0403902000,BUTTERMLK FLUID,BUTTERMLKFLUID
0403904190,SCDRD<6QTN/L,0403904190,SCDRD<6QTN/L,SCDRD<6QTNL
