Year,YearWeeknum,YearMonth,Month,Time,TimeRow,IreCent,DenCent,FranCent,GerCent,NetCent,EUCent,UKCent,GBCent,UsHogCent,BrazCent,CanBar,FranBar,GerFeedBar,GerFeedWh,FranMill,GerWheat,GerRape,UsMaize,UsSoftRed,UsSoyabeans,GerKill,GBKill,IrishKill,NIKill,DenKill,NetKill,USKill,SowKillGer,SowKillIRE,SowKillGB,USDeadWeight_x,CAD,USD,EUR,AUD,CNY,DKK,GBP,Angola,Mexico,Canada,Chile,Philippines,Singapore,Australia,China,Hong Kong,Japan,Korea,Russia,Ukraine,United States,EUMarAvaiKg,USMarAvaiKg,CNMarAvaiKg,availEuro,availUS,availCN,RussiaEuro,EUMarAvaiKgO,USMarAvaiKgO,CNMarAvaiKgO,availEuroO,availUSO,availCNO,EUPricePKg,USPricePKg,CNPricePKg,AusKg,BrazilKg,Canadakg,EUKg,USKg,ReporterKg,AusEuro,BrazilEuro,CanadaEuro,EUEuro,USEuro,ReporterV,EUProdkg,EUProdhd,EUDead_Weightkg,USDeadWeight_y,USProdhd,USProdkg,EUavailRatio,USavailRatio,EUavailRatioO,USavailRatioO
1995,199512,199503,3,18/03/1995,11,127.84,135.37,141.22,142.99,124.36,139.55,137.36,,80.63,,,,,,,,,,,,,,,,,,1908200.0,,,,187.0,0.462632782609,0.651074913043,,0.47830673913,0.0760492,0.115642652174,1.04195347826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.596882715,7562400.0,639755465.844,,,,
1995,199513,199503,3,25/03/1995,12,130.11,135.37,137.91,138.18,117.67,137.08,137.58,,79.47,,,,,,,,,,,,,,,,,,1890300.0,,,,187.0,0.462632782609,0.651074913043,,0.47830673913,0.0760492,0.115642652174,1.04195347826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.596882715,7562400.0,639755465.844,,,,
1995,199514,199504,4,01/04/1995,13,130.42,135.37,134.55,133.21,111.52,132.4,136.84,,77.17,,,,,,,,,,,,,,,,,,1837000.0,,,,186.0,0.461117842105,0.6344467,,0.468375928571,0.0756137,0.116929647059,1.02087055556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9143867548,9127000.0,775013607.911,,,,
1995,199515,199504,4,08/04/1995,14,131.83,131.88,131.99,130.24,112.98,131.04,135.91,,73.86,,,,,,,,,,,,,,,,,,1818800.0,,,,187.0,0.461117842105,0.6344467,,0.468375928571,0.0756137,0.116929647059,1.02087055556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9143867548,9127000.0,775013607.911,,,,
1995,199516,199504,4,15/04/1995,15,131.27,131.71,127.89,130.11,110.84,131.04,135.15,,76.67,,,,,,,,,,,,,,,,,,1788200.0,,,,187.0,0.461117842105,0.6344467,,0.468375928571,0.0756137,0.116929647059,1.02087055556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9143867548,9127000.0,775013607.911,,,,
1995,199517,199504,4,22/04/1995,16,130.74,127.62,125.5,132.22,111.07,129.78,134.21,,74.89,,,,,,,,,,,,,,,,,,1824300.0,,,,188.0,0.461117842105,0.6344467,,0.468375928571,0.0756137,0.116929647059,1.02087055556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9143867548,9127000.0,775013607.911,,,,
1995,199518,199504,4,29/04/1995,17,129.96,127.62,124.6,132.73,111.07,129.94,135.46,,71.72,,,,,,,,,,,,,,,,,,1858700.0,,,,188.0,0.461117842105,0.6344467,,0.468375928571,0.0756137,0.116929647059,1.02087055556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9143867548,9127000.0,775013607.911,,,,
1995,199519,199505,5,06/05/1995,18,128.95,127.49,124.6,130.91,108.53,129.38,135.77,,73.91,,,,,,,,,,,,,,,,,,1866600.0,,,,188.0,0.471302045455,0.641819130435,,0.467125130435,0.0725536,0.116574047619,1.02029142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9388569441,7285600.0,618830536.152,,,,
1995,199520,199505,5,13/05/1995,19,129.08,124.26,124.64,133.04,114.84,131.62,135.63,,74.87,,,,,,,,,,,,,,,,,,1875700.0,,,,187.0,0.471302045455,0.641819130435,,0.467125130435,0.0725536,0.116574047619,1.02029142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9388569441,7285600.0,618830536.152,,,,
1995,199521,199505,5,20/05/1995,20,129.72,124.26,126.03,131.7,114.94,131.27,134.89,,81.96,,,,,,,,,,,,,,,,,,1774000.0,,,,187.0,0.471302045455,0.641819130435,,0.467125130435,0.0725536,0.116574047619,1.02029142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9388569441,7285600.0,618830536.152,,,,
1995,199522,199505,5,27/05/1995,21,131.27,124.26,130.78,131.8,115.03,131.8,137.79,,82.21,,,,,,,,,,,,,,,,,,1769300.0,,,,187.0,0.471302045455,0.641819130435,,0.467125130435,0.0725536,0.116574047619,1.02029142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9388569441,7285600.0,618830536.152,,,,
1995,199523,199506,6,03/06/1995,22,132.4,124.26,137.48,138.22,122.45,136.6,140.26,,80.53,,,,,,,,,,,,,,,,,,1602600.0,,,,186.0,0.464362227273,0.639518318182,,0.460168809524,0.0767907,0.116924904762,1.019905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.488074408,6787500.0,573462805.044,,,,
1995,199524,199506,6,10/06/1995,23,133.5,127.23,140.12,137.15,120.03,136.94,140.95,,83.38,,,,,,,,,,,,,,,,,,1761700.0,,,,187.0,0.464362227273,0.639518318182,,0.460168809524,0.0767907,0.116924904762,1.019905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.488074408,6787500.0,573462805.044,,,,
1995,199525,199506,6,17/06/1995,24,133.34,127.23,137.88,135.7,122.04,136.36,140.93,,89.21,,,,,,,,,,,,,,,,,,1721300.0,,,,187.0,0.464362227273,0.639518318182,,0.460168809524,0.0767907,0.116924904762,1.019905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.488074408,6787500.0,573462805.044,,,,
1995,199526,199506,6,24/06/1995,25,131.72,126.46,134.94,138.29,122.08,136.48,141.44,,96.89,,,,,,,,,,,,,,,,,,1701900.0,,,,185.0,0.464362227273,0.639518318182,,0.460168809524,0.0767907,0.116924904762,1.019905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.488074408,6787500.0,573462805.044,,,,
1995,199527,199507,7,01/07/1995,26,130.99,124.0,138.33,137.36,119.93,136.65,140.25,,92.55,,,,,,,,,,,,,,,,,,1734700.0,,,,185.0,0.47195885,0.642006761905,,0.466656047619,0.0773724666667,0.118639761905,1.02379190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6383728772,8272500.0,691898439.626,,,,
1995,199528,199507,7,08/07/1995,27,133.9,131.11,149.42,148.99,129.51,143.54,142.85,,95.22,,,,,,,,,,,,,,,,,,1466200.0,,,,185.0,0.47195885,0.642006761905,,0.466656047619,0.0773724666667,0.118639761905,1.02379190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6383728772,8272500.0,691898439.626,,,,
1995,199529,199507,7,15/07/1995,28,136.62,131.11,146.92,150.97,126.66,143.48,142.3,,100.0,,,,,,,,,,,,,,,,,,1686800.0,,,,184.0,0.47195885,0.642006761905,,0.466656047619,0.0773724666667,0.118639761905,1.02379190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6383728772,8272500.0,691898439.626,,,,
1995,199530,199507,7,22/07/1995,29,136.43,129.04,145.85,146.62,127.17,141.11,141.38,,97.33,,,,,,,,,,,,,,,,,,1701600.0,,,,185.0,0.47195885,0.642006761905,,0.466656047619,0.0773724666667,0.118639761905,1.02379190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6383728772,8272500.0,691898439.626,,,,
1995,199531,199507,7,29/07/1995,30,136.7,133.2,143.08,148.76,126.38,140.56,139.94,,99.15,,,,,,,,,,,,,,,,,,1683200.0,,,,183.0,0.47195885,0.642006761905,,0.466656047619,0.0773724666667,0.118639761905,1.02379190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6383728772,8272500.0,691898439.626,,,,
1995,199532,199508,8,05/08/1995,31,136.6,133.2,142.28,153.22,128.25,142.41,139.14,,96.88,,,,,,,,,,,,,,,,,,1733100.0,,,,184.0,0.489094954545,0.662035130435,,0.490694217391,0.0805332,0.118260217391,1.03837909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8881274271,7032700.0,582927333.757,,,,
1995,199533,199508,8,12/08/1995,32,136.59,133.2,146.35,157.74,135.73,145.5,139.14,,100.29,,,,,,,,,,,,,,,,,,1704000.0,,,,183.0,0.489094954545,0.662035130435,,0.490694217391,0.0805332,0.118260217391,1.03837909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8881274271,7032700.0,582927333.757,,,,
1995,199534,199508,8,19/08/1995,33,136.82,133.2,152.08,163.54,142.13,148.95,139.34,,105.23,,,,,,,,,,,,,,,,,,1778500.0,,,,182.0,0.489094954545,0.662035130435,,0.490694217391,0.0805332,0.118260217391,1.03837909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8881274271,7032700.0,582927333.757,,,,
1995,199535,199508,8,26/08/1995,34,138.25,136.0,158.06,166.57,143.86,152.39,140.93,,110.25,,,,,,,,,,,,,,,,,,1817100.0,,,,182.0,0.489094954545,0.662035130435,,0.490694217391,0.0805332,0.118260217391,1.03837909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8881274271,7032700.0,582927333.757,,,,
1995,199536,199509,9,02/09/1995,35,137.36,138.53,161.18,162.95,140.3,152.31,141.92,,107.41,,,,,,,,,,,,,,,,,,1794900.0,,,,182.0,0.4990985,0.673902,,0.50871945,0.0798065,0.118922904762,1.04935285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9189213027,9116200.0,755905470.38,,,,
1995,199537,199509,9,09/09/1995,36,136.48,138.53,156.67,163.69,137.78,151.72,144.37,,102.1,,,,,,,,,,,,,,,,,,1649700.0,,,,183.0,0.4990985,0.673902,,0.50871945,0.0798065,0.118922904762,1.04935285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9189213027,9116200.0,755905470.38,,,,
1995,199538,199509,9,16/09/1995,37,136.76,138.53,149.98,166.92,143.76,150.21,147.59,,105.84,,,,,,,,,,,,,,,,,,1895700.0,,,,183.0,0.4990985,0.673902,,0.50871945,0.0798065,0.118922904762,1.04935285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9189213027,9116200.0,755905470.38,,,,
1995,199539,199509,9,23/09/1995,38,136.34,138.53,148.5,162.49,140.63,150.31,143.8,,105.75,,,,,,,,,,,,,,,,,,1888200.0,,,,182.0,0.4990985,0.673902,,0.50871945,0.0798065,0.118922904762,1.04935285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9189213027,9116200.0,755905470.38,,,,
1995,199540,199509,9,30/09/1995,39,137.62,138.53,150.16,157.63,136.99,149.99,150.26,,100.63,,,,,,,,,,,,,,,,,,1887700.0,,,,184.0,0.4990985,0.673902,,0.50871945,0.0798065,0.118922904762,1.04935285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9189213027,9116200.0,755905470.38,,,,
1995,199541,199510,10,07/10/1995,40,137.49,135.2,148.1,154.21,133.9,148.0,150.38,,98.72,,,,,,,,,,,,,,,,,,1899000.0,,,,185.0,0.496152761905,0.667434954545,,0.505944818182,0.0804695,0.121526363636,1.05372318182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.265704343,7634700.0,643343372.947,,,,
1995,199542,199510,10,14/10/1995,41,138.84,135.2,144.38,153.18,134.04,147.49,152.06,,101.38,,,,,,,,,,,,,,,,,,1833500.0,,,,185.0,0.496152761905,0.667434954545,,0.505944818182,0.0804695,0.121526363636,1.05372318182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.265704343,7634700.0,643343372.947,,,,
1995,199543,199510,10,21/10/1995,42,140.6,132.53,143.79,149.79,132.6,146.01,151.9,,98.34,,,,,,,,,,,,,,,,,,1909100.0,,,,186.0,0.496152761905,0.667434954545,,0.505944818182,0.0804695,0.121526363636,1.05372318182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.265704343,7634700.0,643343372.947,,,,
1995,199544,199510,10,28/10/1995,43,140.81,132.53,144.91,145.81,128.02,144.48,151.2,,86.73,,,,,,,,,,,,,,,,,,1993100.0,,,,187.0,0.496152761905,0.667434954545,,0.505944818182,0.0804695,0.121526363636,1.05372318182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.265704343,7634700.0,643343372.947,,,,
1995,199545,199511,11,04/11/1995,44,141.35,132.53,143.87,146.64,126.1,152.59,151.45,,83.99,,,,,,,,,,,,,,,,,,2002300.0,,,,187.0,0.494507380952,0.669017318182,,0.499009,0.0809567,0.121895136364,1.04618772727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2749652007,7717700.0,658126598.93,,,,
1995,199546,199511,11,11/11/1995,45,142.55,132.53,141.93,149.97,127.83,144.09,152.28,,84.28,,,,,,,,,,,,,,,,,,1980600.0,,,,189.0,0.494507380952,0.669017318182,,0.499009,0.0809567,0.121895136364,1.04618772727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2749652007,7717700.0,658126598.93,,,,
1995,199547,199511,11,18/11/1995,46,142.93,132.53,146.58,152.93,134.46,148.35,152.74,,82.94,,,,,,,,,,,,,,,,,,2010900.0,,,,188.0,0.494507380952,0.669017318182,,0.499009,0.0809567,0.121895136364,1.04618772727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2749652007,7717700.0,658126598.93,,,,
1995,199548,199511,11,25/11/1995,47,142.25,135.07,148.66,153.1,134.28,148.54,152.31,,80.9,,,,,,,,,,,,,,,,,,1723900.0,,,,188.0,0.494507380952,0.669017318182,,0.499009,0.0809567,0.121895136364,1.04618772727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2749652007,7717700.0,658126598.93,,,,
1995,199549,199512,12,02/12/1995,48,141.35,137.73,148.1,152.07,132.83,148.19,154.12,,87.12,,,,,,,,,,,,,,,,,,1994200.0,,,,188.0,0.491677263158,0.6732581,,0.499319,0.0808616,0.120666210526,1.03640105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3588403317,9310300.0,794716411.14,,,,
1995,199550,199512,12,09/12/1995,49,140.07,137.73,143.16,153.45,129.88,147.3,154.27,,91.96,,,,,,,,,,,,,,,,,,1914400.0,,,,189.0,0.491677263158,0.6732581,,0.499319,0.0808616,0.120666210526,1.03640105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3588403317,9310300.0,794716411.14,,,,
1995,199551,199512,12,16/12/1995,50,139.7,135.07,139.21,156.42,133.9,147.67,156.08,,98.71,,,,,,,,,,,,,,,,,,1890500.0,,,,187.0,0.491677263158,0.6732581,,0.499319,0.0808616,0.120666210526,1.03640105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3588403317,9310300.0,794716411.14,,,,
1995,199552,199512,12,23/12/1995,51,139.99,135.07,138.63,156.42,132.36,146.95,156.6,,94.98,,,,,,,,,,,,,,,,,,1839700.0,,,,188.0,0.491677263158,0.6732581,,0.499319,0.0808616,0.120666210526,1.03640105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3588403317,9310300.0,794716411.14,,,,
1995,199553,199512,12,30/12/1995,52,139.99,135.07,138.63,156.42,132.36,146.61,158.34,,93.24,,,,,,,,,,,,,,,,,,1671500.0,,,,189.0,0.491677263158,0.6732581,,0.499319,0.0808616,0.120666210526,1.03640105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3588403317,9310300.0,794716411.14,,,,
1996,199601,199601,1,06/01/1996,53,140.09,135.07,139.51,155.52,132.45,145.98,159.02,,86.1,,,,,,,,,,,,,,,,,,1618300.0,,,,188.0,0.498501818182,0.681313272727,,0.505216047619,0.0828566,0.120529954545,1.04240545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.1660603274,7133700.0,607549124.558,,,,
1996,199602,199601,1,13/01/1996,54,140.99,135.07,141.81,150.26,131.52,144.48,159.83,,85.25,,,,,,,,,,,,,,,,,,1891300.0,,,,189.0,0.498501818182,0.681313272727,,0.505216047619,0.0828566,0.120529954545,1.04240545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.1660603274,7133700.0,607549124.558,,,,
1996,199603,199601,1,20/01/1996,55,143.88,135.07,142.33,146.83,126.15,142.27,159.14,,91.35,,,,,,,,,,,,,,,,,,1765000.0,,,,187.0,0.498501818182,0.681313272727,,0.505216047619,0.0828566,0.120529954545,1.04240545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.1660603274,7133700.0,607549124.558,,,,
1996,199604,199601,1,27/01/1996,56,148.54,135.1,140.89,149.81,129.0,142.43,159.7,,90.62,,,,,,,,,,,,,,,,,,1859100.0,,,,187.0,0.498501818182,0.681313272727,,0.505216047619,0.0828566,0.120529954545,1.04240545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.1660603274,7133700.0,607549124.558,,,,
1996,199605,199602,2,03/02/1996,57,152.84,135.07,142.49,152.83,134.04,144.76,160.91,,103.2,,,,,,,,,,,,,,,,,,1686200.0,,,,185.0,0.495841,0.682018333333,,0.51528245,0.0818368,0.120245333333,1.0476352381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2608250601,7067500.0,595513381.112,,,,
1996,199606,199602,2,10/02/1996,58,157.7,137.87,148.36,153.39,134.04,147.36,163.96,,96.86,,,,,,,,,,,,,,,,,,1778600.0,,,,186.0,0.495841,0.682018333333,,0.51528245,0.0818368,0.120245333333,1.0476352381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2608250601,7067500.0,595513381.112,,,,
1996,199607,199602,2,17/02/1996,59,159.12,138.4,153.22,154.68,134.23,148.43,165.73,,101.97,,,,,,,,,,,,,,,,,,1794400.0,,,,186.0,0.495841,0.682018333333,,0.51528245,0.0818368,0.120245333333,1.0476352381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2608250601,7067500.0,595513381.112,,,,
1996,199608,199602,2,24/02/1996,60,157.34,140.8,151.3,159.1,138.86,150.13,165.36,,99.85,,,,,,,,,,,,,,,,,,1808300.0,,,,186.0,0.495841,0.682018333333,,0.51528245,0.0818368,0.120245333333,1.0476352381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2608250601,7067500.0,595513381.112,,,,
1996,199609,199603,3,02/03/1996,61,153.69,140.8,151.55,159.38,143.29,150.37,165.0,,102.01,,,,,,,,,,,,,,,,,,1823200.0,,,,187.0,0.50104052381,0.684082571429,,0.527723095238,0.0821192,0.119851333333,1.04471619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1883500478,8982500.0,756221854.305,,,,
1996,199610,199603,3,09/03/1996,62,151.34,140.8,153.04,157.24,139.84,149.53,163.35,,107.61,,,,,,,,,,,,,,,,,,1757800.0,,,,186.0,0.50104052381,0.684082571429,,0.527723095238,0.0821192,0.119851333333,1.04471619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1883500478,8982500.0,756221854.305,,,,
1996,199611,199603,3,16/03/1996,63,150.78,140.8,153.2,161.1,139.79,150.08,162.53,,106.5,,,,,,,,,,,,,,,,,,1845600.0,,,,185.0,0.50104052381,0.684082571429,,0.527723095238,0.0821192,0.119851333333,1.04471619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1883500478,8982500.0,756221854.305,,,,
1996,199612,199603,3,23/03/1996,64,149.43,140.8,151.4,162.52,144.6,151.13,161.53,,105.22,,,,,,,,,,,,,,,,,,1779800.0,,,,185.0,0.50104052381,0.684082571429,,0.527723095238,0.0821192,0.119851333333,1.04471619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1883500478,8982500.0,756221854.305,,,,
1996,199613,199603,3,30/03/1996,65,148.81,140.8,153.02,161.44,143.06,150.9,164.03,,105.48,,,,,,,,,,,,,,,,,,1776100.0,,,,185.0,0.50104052381,0.684082571429,,0.527723095238,0.0821192,0.119851333333,1.04471619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1883500478,8982500.0,756221854.305,,,,
1996,199614,199604,4,06/04/1996,66,150.29,140.8,157.18,159.48,140.87,150.98,171.13,,106.5,,,,,,,,,,,,,,,,,,1795900.0,,,,185.0,0.507236904762,0.689253636364,,0.542720333333,0.0827876,0.118656894737,1.0449445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3678414393,7189200.0,606537285.675,,,,
1996,199615,199604,4,13/04/1996,67,150.81,146.53,158.88,164.66,144.42,154.1,167.69,,109.26,,,,,,,,,,,,,,,,,,1776800.0,,,,187.0,0.507236904762,0.689253636364,,0.542720333333,0.0827876,0.118656894737,1.0449445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3678414393,7189200.0,606537285.675,,,,
