hs_code,type,datas_code,datas_desc,type_pure_string
0406305500,CHSHP MKPNGP,0406305500,CHSHP MKPNGP,CHSHPMKPNGP
0406306015,MXP CHFR CNGP,0406306015,MXP CHFR CNGP,MXPCHFRCNGP
0406306025,MXPCHAM XCNGP,0406306025,MXPCHAM XCNGP,MXPCHAMXCNGP
0406306030,MXP CHE/GNGP,0406306030,MXP CHE/GNGP,MXPCHEGNGP
0406306040,MXPCHITCMNGP,0406306040,MXPCHITCMNGP,MXPCHITCMNGP
0406306045,MXPCHSWETNGP,0406306045,MXPCHSWETNGP,MXPCHSWETNGP
0406306060,PCHCNTCMNGPNE,0406306060,PCHCNTCMNGPNE,PCHCNTCMNGPNE
0406306075,PCHINCMXNGPNE,0406306075,PCHINCMXNGPNE,PCHINCMXNGPNE
0406402000,CHROQFTOL,0406402000,CHROQFTOL,CHROQFTOL
0406404000,CHROQFTOT O LV,0406404000,CHROQFTOT O LV,CHROQFTOTOLV
0406406020,CHSTILT(UK)O LV,0406406020,CHSTILT(UK)O LV,CHSTILTUKOLV
0406406040,CHBL-VNOLVNES,0406406040,CHBL-VNOLVNES,CHBLVNOLVNES
0406408020,CHSTLT UKOT OL,0406408020,CHSTLT UKOT OL,CHSTLTUKOTOL
0406408040,CHB-V(X OL)NES,0406408040,CHB-V(X OL)NES,CHBVXOLNES
0406900500,CHBRYNDZA,0406900500,EMMENTALER- GRUYÞRE- SBRINZ- BERGKÕSE AND APPENZELL- OF A FAT CONTENT OF >= 45% BY WEIGHT IN THE DRY MATTER- MATURED FOR THREE MONTHS OR MORE- PIECES PACKED IN VACUUM OR INERT GAS- WITH RIND ON AT LEAST ONE SIDE- OF A NET WEIGHT OF >= 1 KG AND WITH A FREE-AT-FRONTIER VALUE > _ 459-39 PER 100 KG NET WEIGHT,CHBRYNDZA
0406901020,CHCHDCANNLIC,0406901020,CHCHDCANNLIC,CHCHDCANNLIC
0406901040,CHCHDNESOI,0406901040,CHCHDNESOI,CHCHDNESOI
0406901500,CHEDAM & GOUDA,0406901500,GRUYÃ¨RE AND SBRINZ (EXCL. GRATED OR POWDERED AND THOSE FOR PROCESSING),CHEDAMGOUDA
0406902000,CHGJTGTMK/WET,0406902000,CHGJTGTMK/WET,CHGJTGTMKWET
0406902500,CHGJETOSTNES0I,0406902500,TILSIT (EXCL. GRATED OR POWDERED AND FOR PROCESSING),CHGJETOSTNES0I
0406903020,CHGYACMKNT OL,0406903020,CHGYACMKNT OL,CHGYACMKNTOL
0406903040,CHGOYANES0I,0406903040,CHGOYANES0I,CHGOYANES0I
0406904010,CHRMNOCMKOL,0406904010,CHRMNOCMKOL,CHRMNOCMKOL
0406904020,CHRMNCMKNESOI,0406904020,CHRMNCMKNESOI,CHRMNCMKNESOI
0406904030,CHPRM&RGCMKOL,0406904030,CHPRM&RGCMKOL,CHPRMRGCMKOL
0406904040,CHPRM&RGCMXOL,0406904040,CHPRM&RGCMXOL,CHPRMRGCMXOL
0406904050,CHPRM&REGNES0I,0406904050,CHPRM&REGNES0I,CHPRMREGNES0I
0406904060,CHPVN&PVTCMOL,0406904060,CHPVN&PVTCMOL,CHPVNPVTCMOL
0406904080,CHPVN&PVTNESOI,0406904080,CHPVN&PVTNESOI,CHPVNPVTNESOI
0406904520,CHSW/EMW/I FRM,0406904520,CHSW/EMW/I FRM,CHSWEMWIFRM
0406904540,CHGAMM & NOKK,0406904900,CHGAMM/NOKK,CHGAMMNOKK
0406905000,CHSH MKOLS4GR,0406905000,SHEEP'S OR BUFFALO MILK CHEESE- IN CONTAINERS CONTAINING BRINE- OR IN SHEEPSKIN OR GOATSKIN BOTTLES (EXCL. FETA),CHSHMKOLS4GR
0406905500,CHPECOLNS4GR,0406905500,CHPECOLNS4GR,CHPECOLNS4GR
0406906000,CHSHP MKNESOI,0406905900,CHSHP MKNESOI,CHSHPMKNESOI
0406907000,CSBIMXCN ITCM,0406907000,CSBIMXCN ITCM,CSBIMXCNITCM
0406908010,CSBIMXC/P F BM,0406908010,CSBIMXC/P F BM,CSBIMXCPFBM
0406908015,CSBIMXC/P-CHD,0406908015,CSBIMXC/P-CHD,CSBIMXCPCHD
0406908025,CSBIMXC/P AME,0406908025,CSBIMXC/P AME,CSBIMXCPAME
0406908030,CSBIMXC/P E/G,0406908030,CSBIMXC/P E/G,CSBIMXCPEG
0406908045,CSBIMX C/P SWE,0406908045,CSBIMX C/P SWE,CSBIMXCPSWE
0406908050,CSBIMXNESNOV5,0406908050,CSBIMXNESNOV5,CSBIMXNESNOV5
0406908060,CSBIMXNESCCME,0406908060,CSBIMXNESCCME,CSBIMXNESCCME
0406908075,C&SBIMXNESOI,0406906300,C/SBIMXNESOI,CSBIMXNESOI
0401304000,MCNC/S>45NESOI,0401304200,MCNC/S>45NESOI,MCNCS>45NESOI
0402100000,MCC/S/PG/S1.5,0402100000,Milk powder < 1.5% fat,MCCSPGS15
0402212000,M&CC/NS/PG/S3,0402212000,M&CC/NS/PG/S3,MCCNSPGS3
0402214000,MCC/NSP/S3-35,0402214000,MCC/NSP/S3-35,MCCNSPS335
0402216000,MCC/NSNP/S35F,0402216000,MCC/NSNP/S35F,MCCNSNPS35F
0402992000,MKCDNSSWAC,0402992000,MKCDNSSWAC,MKCDNSSWAC
0402996000,M/CCNCSWNES0I,0402996000,M/CCNCSWNES0I,MCCNCSWNES0I
0403100000,YW/NSFOC FR CO,0403100000,yoghurt- whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit or cocoa,YWNSFOCFRCO
0403904000,SCDRDCNT NOV 6,0403904000,SCDRDCNT NOV 6,SCDRDCNTNOV6
0403908040,MCCUF/ANES FL,0403908040,MCCUF/ANES FL,MCCUFANESFL
0404102000,WHYCNC/SWFLUID,0404102000,WHYCNC/SWFLUID,WHYCNCSWFLUID
0404104000,WHYNT CNC/SWDR,0404104000,WHYNT CNC/SWDR,WHYNTCNCSWDR
0404900500,WHEY PROTEIN CON,0404900500,WHEY PROTEIN CON,WHEYPROTEINCON
0404901000,MK PCWHT/NSNES,0404901000,MK PCWHT/NSNES,MKPCWHTNSNES
0404906060,MILK PRODUCTS W,0404906560,MILK PRODUCTS W,MILKPRODUCTSW
0405007000,BTR>45WIQNT1B,0405007000,BTR>45WIQNT1B,BTR>45WIQNT1B
0405007500,BUTTER NESOI,0405007500,BUTTER NESOI,BUTTERNESOI
0405008020,ANHYDRS MILK FAT,0405008020,ANHYDRS MILK FAT,ANHYDRSMILKFAT
0405008040,FT&OL F MKNESOI,0405008040,FT&OL F MKNESOI,FTOLFMKNESOI
0406100015,CHDDR CH S,0406100015,CHDDR CH S,CHDDRCHS
0406206025,MXC/P AM XCG/P,0406206025,MXC/P AM XCG/P,MXCPAMXCGP
0406306042,MXPCHITNESNG,0406306042,MXPCHITNESNG,MXPCHITNESNG
0406904070,CHP&PCMKX OL,0406904070,CHP&PCMKX OL,CHPPCMKXOL
0406906500,CHCOLBYNES,0406906500,CHCOLBYNES,CHCOLBYNES
0402100010,MK/CM 99041009,0402100010,MK/CM 99041009,MKCM99041009
0402100090,MK/CM NESOI,0403908700,MK/CMNESOI,MKCMNESOI
0402290000,M/CCNTSWPW/S0,0402290000,Milk and cream powder sweetened < 1.5% fat,MCCNTSWPWS0
0402914000,M&CC/NSNESNAC,0402914000,M&CC/NSNESNAC,MCCNSNESNAC
0403100010,YOGURT DRY,0403100500,YOGURT DRY,YOGURTDRY
0403100090,YOGURT NESOI,0403109000,YOGURT NESOI,YOGURTNESOI
0403906000,SCDRIED35-45BF,0403906000,SCDRIED35-45BF,SCDRIED3545BF
0404104090,WHEY DRIED NESOI,0404104090,WHEY DRIED NESOI,WHEYDRIEDNESOI
0401100000,MCN CN/SWNOV 1,0401100000,Milk not concentrated nor sweetened < 1% fat,MCNCNSWNOV1
0406100045,SWS/EMTLP/NOI,0406100045,SWS/EMTLP/NOI,SWSEMTLPNOI
0406105015,CHDDR CH S (22),0406105015,CHDDR CH S (22),CHDDRCHS22
0406105035,ITLN CH LVS(22),0406105035,ITLN CH LVS(22),ITLNCHLVS22
0406105050,CHSUBS<.5% BFT,0406105050,CHSUBS<.5% BFT,CHSUBS<5%BFT
0406105060,OTHR CHS&CRD(22),0406105060,OTHR CHS&CRD(22),OTHRCHSCRD22
0406206030,MXC/P F E/GG/P,0406206030,MXC/P F E/GG/P,MXCPFEGGP
0406306010,MXPCHBVETNGP,0406306010,MXPCHBVETNGP,MXPCHBVETNGP
0406306050,PCHNOV5NGPNES,0406306050,PCHNOV5NGPNES,PCHNOV5NGPNES
0406903520,CHSBRZCMKOL,0406903520,CHSBRZCMKOL,CHSBRZCMKOL
0404104010,WHEY 99041018,0404104010,WHEY 99041018,WHEY99041018
0404902000,ARTM/CWHNSNE,0404902000,ARTM/CWHNSNE,ARTMCWHNSNE
0406105010,BLMDX STLTN(22),0406105010,BLMDX STLTN(22),BLMDXSTLTN22
0406105030,CH&SUB FM E&G22,0406105030,CH&SUB FM E&G22,CHSUBFMEG22
0406306047,MXPCHBRETNGP,0406306047,MXPCHBRETNGP,MXPCHBRETNGP
0402994000,MKCDNSSWNAC,0402994000,MKCDNSSWNAC,MKCDNSSWNAC
0406105025,EDAM & GOUDA(22),0406105025,EDAM & GOUDA(22),EDAMGOUDA22
0403908090,MK/CM FL NESOI,0403908090,MK/CM FL NESOI,MKCMFLNESOI
0404100500,WHEY_PRO_CONMOD,0404100500,WHEY PROT CONC,WHEYPROCONMOD
0404906560,MILK PRODUCTS W,0404906560,MILK PRODUCTS W,MILKPRODUCTSW
0404100500,WHEY PROT CONC,0404100500,WHEY PROT CONC,WHEYPROTCONC
0404100800,MOD WHEY NESOI,0404100850,WHEY MOD,MODWHEYNESOI
0402100020,MK/CM 99041075,0402100020,MK/CM 99041075,MKCM99041075
0403901500,SCFLNOV 45NES,0403901500,SCFLNOV 45NES,SCFLNOV45NES
0403907000,SC>45US NOTE1B,0403907000,SC>45US NOTE1B,SC>45USNOTE1B
0404100900,WHEYOTHER,0404904590,WHEYOTHER,WHEYOTHER
0404904590,WHEYOTHER,0404904590,WHEYOTHER,WHEYOTHER
0401300500,M&CNC/S6-45QT,0401300500,M&CNC/S6-45QT,MCNCS645QT
0401302500,MCNC/S6-45OQ,0401302500,MCNC/S6-45OQ,MCNCS645OQ
0406100800,CHONGOS OQ,0406100800,CHONGOS OQ,CHONGOSOQ
0406102800,CHFCHDDROQ,0406102800,CHFCHDDROQ,CHFCHDDROQ
0406104400,CHFED-GDAQT,0406104400,CHFED-GDAQT,CHFEDGDAQT
0406104800,CHFED-GDAOQ,0406104800,CHFED-GDAOQ,CHFEDGDAOQ
0406105400,CHFIT-TYPQT,0406105400,CHFIT-TYPQT,CHFITTYPQT
0406106400,CHFSW-EMMQT,0406106400,CHFSW-EMMQT,CHFSWEMMQT
0406107400,CHFOT<5%FQT,0406107400,CHFOT<5%FQT,CHFOT<5%FQT
0406108400,CHFOT>.5%FQT,0406108400,CHFOT>.5%FQT,CHFOT>5%FQT
0406108800,OTH CHS,0406108800,OTH CHS,OTHCHS
0406109500,CHFOT>.5%FOQ,0406109500,CHFOT>.5%FOQ,CHFOT>5%FOQ
0406202900,CHCHDDRG/P,0406202900,CHCHDDRG/P,CHCHDDRGP
0406203110,CHCHDDRG/PCAN,0406203110,CHCHDDRG/PCAN,CHCHDDRGPCAN
0406203190,CHCHDDRG/PQT,0406203190,CHCHDDRG/PQT,CHCHDDRGPQT
0406206700,MXG/PFRCDOQ,0406206700,MXG/PFRCDOQ,MXGPFRCDOQ
0406206900,MXG/PAM-TYPQT,0406206900,MXG/PAM-TYPQT,MXGPAMTYPQT
0406207700,MXG/PIT-TYPQT,0406207700,MXG/PIT-TYPQT,MXGPITTYPQT
0406208100,MXG/PSW-EMMQT,0406208100,MXG/PSW-EMMQT,MXGPSWEMMQT
0406208500,MXG/P<.5%FQT,0406208500,MXG/P<.5%FQT,MXGP<5%FQT
0406208900,MXG/P>.5%FQT,0406208900,MXG/P>.5%FQT,MXGP>5%FQT
0406209100,MXG/P>.5%FOQ,0406209100,MXG/P>.5%FOQ,MXGP>5%FOQ
0406209500,MXG/P>.5%F,0406209500,MXG/P>.5%F,MXGP>5%F
0406301400,CHPRB-VQT,0406301400,CHPRB-VQT,CHPRBVQT
0406302200,CHPRCHDDR,0406302200,CHPRCHDDR,CHPRCHDDR
0406302400,CHPRCHDDRQT,0406302400,CHPRCHDDRQT,CHPRCHDDRQT
0406304200,CHPRED-GDA,0406304200,CHPRED-GDA,CHPREDGDA
0406304400,CHPRED-GDAQT,0406304400,CHPRED-GDAQT,CHPREDGDAQT
0406306100,CHPR-MXB-VQT,0406306100,CHPR-MXB-VQT,CHPRMXBVQT
0406306700,CHPR-MXCHDOQ,0406306700,CHPR-MXCHDOQ,CHPRMXCHDOQ
0406306900,CHPR-MXAMQT,0406306900,CHPR-MXAMQT,CHPRMXAMQT
0406307100,CHPR-MXAMOQ,0406307100,CHPR-MXAMOQ,CHPRMXAMOQ
0406307700,CHPR-MXITQT,0406307700,CHPR-MXITQT,CHPRMXITQT
0406307900,CHPR-MXITOQ,0406307900,CHPR-MXITOQ,CHPRMXITOQ
0406308100,CHPR-MXS-EQT,0406308100,CHPR-MXS-EQT,CHPRMXSEQT
0406308500,CHPR-MX<.5FQT,0406308500,CHPR-MX<.5FQT,CHPRMX<5FQT
0406308900,CHPR-MX>.5FQT,0406308900,CHPR-MX>.5FQT,CHPRMX>5FQT
0406309100,CHPR-MX>.5FOQ,0406309100,CHPR-MX>.5FOQ,CHPRMX>5FOQ
0406309500,CHPR-MXNES,0406309500,CHPR-MXNES,CHPRMXNES
0406404400,CHSTIOLUKQT,0406404400,CHSTIOLUKQT,CHSTIOLUKQT
0406404800,CHSTLXOLUKQT,0406404800,CHSTLXOLUKQT,CHSTLXOLUKQT
0406405100,CHB-VIOL,0406405100,CHB-VIOL,CHBVIOL
0406405400,CHB-VIOLQT,0406405400,CHB-VIOLQT,CHBVIOLQT
0406405800,CHB-VXOLQT,0406405800,CHB-VXOLQT,CHBVXOLQT
0406407000,CHB-VXOLOQ,0406407000,CHB-VXOLOQ,CHBVXOLOQ
0406900600,CHCHDDR,0406900600,EMMENTALER- GRUYÞRE- SBRINZ- BERGKÕSE AND APPENZELL- OF A FAT CONTENT OF >= 45% BY WEIGHT IN THE DRY MATTER- MATURED FOR THREE MONTHS OR MORE- PIECES WITHOUT RIND- OF A NET WEIGHT OF < 450 G AND WITH A FREE-AT-FRONTIER VALUE > _ 499-67 PER 100 KG NET WEIGHT- PACKED IN VACUUM OR INERT GAS- IN PACKINGS BEARING THE DESCRIPTION OF THE CHEESE- THE FAT CONTENT- THE PACKER RESPONSIBLE AND THE COUNTRY OF MANUFACTURE,CHCHDDR
0406900810,CHCHDDRCANQT,0406900810,CHCHDDRCANQT,CHCHDDRCANQT
0406900890,CHCHDDRQT,0406900890,CHCHDDRQT,CHCHDDRQT
0406901200,CHCHDDROQ,0406901200,CHCHDDROQ,CHCHDDROQ
0406901400,CHED-GOU,0406901400,CHED-GOU,CHEDGOU
0406901600,CHED-GOUQT,0406901600,CHED-GOUQT,CHEDGOUQT
0406901800,CHED-GOUOQ,0406901800,FROMAGE FRIBOURGEOIS- VACHERIN MONT D'OR AND TÃªTE DE MOINE (EXCL. GRATED OR POWDERED AND FOR PROCESSING),CHEDGOUOQ
0406902800,CHGYA,0406902800,CHGYA,CHGYA
0406903300,CHCYAXOLOQ,0406903300,FETA (EXCL. FOR PROCESSING- GRATED OR POWDERED AND OF SHEEP'S OR BUFFALO MILK- IN CONTAINERS CONTAINING BRINE- OR IN SHEEPSKIN OR GOATSKIN BOTTLES),CHCYAXOLOQ
0406903400,CHSBRZ,0406903400,CHSBRZ,CHSBRZ
0406903900,CHIT-TYP,0406903900,JARLSBERG (EXCL. GRATED OR POWDERED AND FOR PROCESSING),CHITTYP
0406904100,CHIT-TYPC-MQT,0406904100,CHIT-TYPC-MQT,CHITTYPCMQT
0406904200,CHIT-TYPC-MOQ,0406904200,CHIT-TYPC-MOQ,CHITTYPCMOQ
0406904400,CHSW-EM,0406904400,CHSW-EM,CHSWEM
0406904600,CHSW-EMQT,0406904600,CHSW-EMQT,CHSWEMQT
0406904800,CHSW-EMOQ,0406904800,CHSW-EMOQ,CHSWEMOQ
0406904900,CHGAMM/NOKK,0406904900,CHGAMM/NOKK,CHGAMMNOKK
0406905600,CHSHMKIOLS4GR,0406905600,CHSHMKIOLS4GR,CHSHMKIOLS4GR
0406905700,CHPECIOLNS4GR,0406905700,CHPECIOLNS4GR,CHPECIOLNS4GR
0406905900,CHSHP MKNESOI,0406905900,CHSHP MKNESOI,CHSHPMKNESOI
0406906100,C/SBIMXIT-TYP,0406906100,GRANA PADANO AND PARMIGIANO REGGIANO- OF A FAT CONTENT BY WEIGHT OF <= 40% AND A WATER CONTENT- BY WEIGHT- OF NON-FATTY MATTER OF <= 47% (EXCL. GRATED OR POWDERED AND FOR PROCESSING),CSBIMXITTYP
0406906300,C/SBIMXNESOI,0406906300,FIORE SARDO AND PECORINO- OF A FAT CONTENT BY WEIGHT OF <= 40% AND A WATER CONTENT- BY WEIGHT- OF NON-FATTY MATTER OF <= 47% (EXCL. GRATED OR POWDERED AND FOR PROCESSING),CSBIMXNESOI
0406907200,C/SBIMXB-VQT,0406907200,C/SBIMXB-VQT,CSBIMXBVQT
0406908200,C/SBIMXAM-TQT,0406908200,CAMEMBERT- OF A FAT CONTENT BY WEIGHT OF <= 40% AND A WATER CONTENT- BY WEIGHT- OF NON-FATTY MATTER OF > 47% BUT <= 72% (EXCL. GRATED OR POWDERED AND FOR PROCESSING),CSBIMXAMTQT
0406908400,C/SBIMXAM-TOQ,0406908400,BRIE- OF A FAT CONTENT BY WEIGHT OF <= 40% AND A WATER CONTENT- BY WEIGHT- OF NON-FATTY MATTER OF > 47% BUT <= 72% (EXCL. GRATED OR POWDERED AND FOR PROCESSING),CSBIMXAMTOQ
0406908600,C/SBIMXE-GQT,0406908600,CHEESE- OF A FAT CONTENT BY WEIGHT OF <= 40% AND A WATER CONTENT- BY WEIGHT- OF NON-FATTY MATTER OF > 47% BUT <= 52%- N.E.S.,CSBIMXEGQT
0406909000,C/SBIMXSW-EQT,0406909000,C/SBIMXSW-EQT,CSBIMXSWEQT
0406909300,C/SBIMX<.5FQT,0406909300,CHEESE- OF A FAT CONTENT BY WEIGHT OF <= 40% AND A WATER CONTENT- BY WEIGHT- OF NON-FATTY MATTER OF > 72%- N.E.S.,CSBIMX<5FQT
0406909400,C/SBIMX<.5FOQ,0406909400,C/SBIMX<.5FOQ,CSBIMX<5FOQ
0406909500,C/SBIMX>.5FQT,0406909500,C/SBIMX>.5FQT,CSBIMX>5FQT
0406909700,C/SBIMX>.5FOQ,0406909700,C/SBIMX>.5FOQ,CSBIMX>5FOQ
0406909900,C/SBIMXOQ,0406909900,CHEESE OF A FAT CONTENT BY WEIGHT OF > 40%- N.E.S.,CSBIMXOQ
0401305000,MCNC/S>45QT,0401305000,MCNC/S>45QT,MCNCS>45QT
0401307500,MCNC/S>45OQ,0401307500,MCNC/S>45OQ,MCNCS>45OQ
0402100500,MK/CM<1.5%F,0402100500,MK/CM<1.5%F,MKCM<15%F
0402101000,M/CP<1.5%FQT,0402101000,M/CP<1.5%FQT,MCP<15%FQT
0402105000,MK/CM<1.5%FOQ,0402105000,MK/CM<1.5%FOQ,MKCM<15%FOQ
0402210200,MCC/NS/PG/S,0402210200,MCC/NS/PG/S,MCCNSPGS
0402210500,MCC/NS/PG/SQT,0402210500,MCC/NS/PG/SQT,MCCNSPGSQT
0402212500,MCC.NS.PG/SOQ,0402212500,MCC.NS.PG/SOQ,MCCNSPGSOQ
0402212700,MCC/NS3-35,0402212700,MCC/NS3-35,MCCNS335
0402213000,MCC/NS3-35QT,0402213000,MCC/NS3-35QT,MCCNS335QT
0402215000,MCC/NS,0402215000,MCC/NS,MCCNS
0402219000,MCC/NS>35OQ,0402219000,MCC/NS>35OQ,MCCNS>35OQ
0402290500,M/CC/SWPW/S,0402290500,M/CC/SWPW/S,MCCSWPWS
0402291000,M.CC/SWPW/SQT,0402291000,M.CC/SWPW/SQT,MCCSWPWSQT
0402295000,M/CC/SWPW/SOQ,0402295000,M/CC/SWPW/SOQ,MCCSWPWSOQ
0402910300,MCC/NSAC,0402910300,MCC/NSAC,MCCNSAC
0402911000,MCC/NSACQT,0402911000,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF <= 8%- UNSWEETENED (EXCL. IN SOLID FORMS),MCCNSACQT
0402913000,MCC/NSNACQT,0402913000,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF > 8% BUT <= 10%- UNSWEETENED (EXCL. IN SOLID FORMS),MCCNSNACQT
0402917000,MCC/NSACOQ,0402917000,MCC/NSACOQ,MCCNSACOQ
0402991000,MKCDNSWACQT,0402991000,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF <= 9-5%- SWEETENED (EXCL. IN SOLID FORMS),MKCDNSWACQT
0402994500,MKCDNSWACOQ,0402994500,MKCDNSWACOQ,MKCDNSWACOQ
0402997000,M/CCNCSWQT,0402997000,M/CCNCSWQT,MCCNCSWQT
0402999000,M/CCNCSW OQ,0402999000,M/CCNCSW OQ,MCCNCSWOQ
0403109000,YOGURT NESOI,0403109000,YOGURT NESOI,YOGURTNESOI
0403904110,SCDRD<6QTLIC,0403904110,SCDRD<6QTLIC,SCDRD<6QTLIC
0403909000,MK/CMNESOIQT,0403909000,MK/CMNESOIQT,MKCMNESOIQT
0403909500,MK/CMNESOIOQ,0403909500,MK/CMNESOIOQ,MKCMNESOIOQ
0404101100,WHEY MOD QT,0404101100,WHEY MOD QT,WHEYMODQT
